,old_formation,EE,change_to
3922,Newhaven Chalk,absent,Newhaven Chalk
3923,Newlands,absent,Newlands
3924,Newlands Farm,absent,Newlands Farm
3925,Newmarket,absent,Newmarket
3926,Newmarracarra Limestone,absent,Newmarracarra Limestone
7020,Neylandville Marl,present,Neylandville Marl
3927,Nga Pari,absent,Nga Pari
7660,Ngarata,present,Ngarata
9517,Ngu\,present,Ngu\
7772,Ngutunui,present,Ngutunui
3928,Nias,absent,Nias
6502,Nicolet River,present,Nicolet River
7248,Nicosia,present,Nicosia
3929,Nidaguila,absent,Nidaguila
3930,Nidáguila,absent,Nidáguila
3931,Niebla Calcarenite,absent,Niebla Calcarenite
7800,Niechobrz,present,Niechobrz
3932,Nieczulice,absent,Nieczulice
3933,Nieniexiongla,absent,Nieniexiongla
3934,Nieva,absent,Nieva
3935,Nigorikawa,absent,Nigorikawa
3936,Nigorisawa,absent,Nigorisawa
10090,Niguel,present,Niguel
3937,Nikitin,absent,Nikitin
3938,Nikitovskoy,absent,Nikitovskoy
3939,Nilkitkwa,absent,Nilkitkwa
3940,Nimaloksa,absent,Nimaloksa
3941,Nimra,absent,Nimra
3942,Ninemile,absent,Ninemile
3943,Ningkuo,absent,Ningkuo
9629,Ningqiang,present,Ningqiang
10130,Niniyur,present,Niniyur
8746,Niobrara,present,Niobrara
7412,Niranohama,present,Niranohama
3944,Nirunda,absent,Nirunda
8258,Nishikurosawa,present,Nishikurosawa
7369,Nishinakayama,present,Nishinakayama
3945,Nisku,absent,Nisku
3946,Niuchang,absent,Niuchang
3947,Niutitang,absent,Niutitang
9357,Niveaux Intermediaires,present,Niveaux Intermediaires
3948,Nivel E,absent,Nivel E
3949,Niwki,absent,Niwki
8288,Nizhneduyskaya,present,Nizhneduyskaya
3950,Nizhnemagianskaya,absent,Nizhnemagianskaya
3951,Nkalagu Shale,absent,Nkalagu Shale
8808,Nkporo Shale,present,Nkporo Shale
3952,Nobori,absent,Nobori
3953,Nocedo,absent,Nocedo
6521,Nod Glas,present,Nod Glas
,,,
3954,Nogal,absent,Nogal
3955,Noginsky,absent,Noginsky
3956,Noguchi,absent,Noguchi
3957,Nohn,absent,Nohn
3958,Noix Limestone,absent,Noix Limestone
3959,Nölbling,absent,Nölbling
3960,Nolichucky,absent,Nolichucky
3961,Nonda,absent,Nonda
3962,Nong Pong,absent,Nong Pong
3963,Nonkichan,absent,Nonkichan
9105,Noonkanbah,present,Noonkanbah
3964,Nopah,absent,Nopah
6677,Nora,present,Nora
3965,Norbonak,absent,Norbonak
3966,Nordegg,absent,Nordegg
3967,Nordenskioldbreen,absent,Nordenskioldbreen
3968,Nordenskjold,absent,Nordenskjold
3969,Nordenskjöld,absent,Nordenskjold
6510,Norderhov,present,Norderhov
7006,Norfolk,present,Norfolk
3970,Norovica,absent,Norovica
9,Norretorp,absent,Norretorp
3971,Norretorp,absent,Norretorp
3972,North Branch,absent,North Branch
3973,Northampton Sand,absent,Northampton Sand
9246,Northumberland,present,Northumberland
3974,Norton,absent,Norton
3975,Norton Gully,absent,Norton Gully
3976,Norton Gully Sandstone,absent,Norton Gully Sandstone
3977,Norway Point,absent,Norway Point
8044,Norwest Bend,present,Norwest Bend
7257,Norwich,present,Norwich
8234,Norwich Crag,present,Norwich Crag
3978,Nosoko,absent,Nosoko
3979,Nosoni,absent,Nosoni
6410,Notch Peak,present,Notch Peak
6976,Nothe Grits,present,Nothe Grits
8878,Nötsch,present,Nötsch
3980,Noulette,absent,Noulette
3981,Nousse,absent,Nousse
3982,Novaglie,absent,Novaglie
3983,Novikovo,absent,Novikovo
9540,Novlenskoe,present,Novlenskoe
3984,Novlenskoye Beds,absent,Novlenskoye Beds
3985,Novy Svet,absent,Novy Svet
9330,Nowra,present,Nowra
3986,Ntlakapamux,absent,Ntlakapamux
9805,Nuibetsu,present,Nuibetsu
3987,Nuka,absent,Nuka
3988,Nukata,absent,Nukata
10202,Nullarbor,present,Nullarbor
3989,Numa,absent,Numa
3990,Numanouchi,absent,Numanouchi
3991,Numismalismergel,absent,Numismalismergel
3992,Nunuluka,absent,Nunuluka
8660,Nura Nura,present,Nura Nura
3993,Nurmekund,absent,Nurmekund
7523,Nusplingen Limestone,present,Nusplingen Limestone
3994,Nusplingen Plattenkalk,absent,Nusplingen Limestone
9386,Nutekin,present,Nutekin
8278,Nutovskaya,present,Nutovskaya
3995,Nwabangyi Dolomite,absent,Nwabangyi Dolomite
3996,Nwofe Sandstone,absent,Nwofe Sandstone
3997,Nya,absent,Nya
3998,Nyabol,absent,Nyabol
3999,Nyaiskii,absent,Nyaiskii
8048,Nyalindung,present,Nyalindung
4000,Nye,absent,Nye
9387,Nytymokin,present,Nytymokin
4001,O'Keefe,absent,O'Keefe
7544,Oak Grove,present,Oak Grove
4002,Oakdale,absent,Oakdale
8064,Oamaru,present,Oamaru
4003,Oamaru Diatomite,absent,Oamaru Diatomite
4004,Obeliai,absent,Obeliai
4005,Obere Felsenkalk,absent,Obere Felsenkalk
4006,Oberen Newberrien,absent,Oberen Newberrien
4007,Oberhäslich,absent,Oberhäslich
4008,Oberhonsel,absent,Oberhonsel
4009,Oberrhaet,absent,Oberrhaet
4010,Objaliai,absent,Objaliai
4011,Obnica,absent,Obnica
4012,Oboradani,absent,Oboradani
4013,Obtususton,absent,Obtususton
4014,Obukhiv,absent,Obukhiv
4015,Obukhov,absent,Obukhov
4016,Obukhovo,absent,Obukhovo
4017,Obukhovo or Lynna,absent,Obukhovo or Lynna
7921,Ocala,present,Ocala
4018,Ocala limestone,present,Ocala Limestone
6884,Ocala Limestone,present,Ocala Limestone
4019,Ochiai,absent,Ochiai
4020,Ocieseki Sandstone,absent,Ocieseki Sandstone
10180,Ocozocoautla,present,Ocozocoautla
4021,Odaira,absent,Odaira
4022,Odenville,absent,Odenville
4023,Odershausen,absent,Odershausen
4024,Odins Fjord,absent,Odins Fjord
10250,Odukpani,present,Odukpani
4025,Oege,absent,Oege
4026,Oelandicus Shale,absent,Oelandicus Shale
4027,Offley Island,absent,Offley Island
9637,Ogawa,present,Ogawa
10013,Ogaya,present,Ogaya
4028,Ogdensburg,absent,Ogdensburg
4029,Ogilvie,absent,Ogilvie
4030,Ogmata,absent,Ogmata
6698,Ogof Hen,present,Ogof Hen
4031,Ogon'or,absent,Ogon'or
4032,Ogrodzieniec Glauconitic Marl,absent,Ogrodzieniec Glauconitic Marl
4033,Ogrydag,absent,Ogrydag
8100,Oguwa,present,Oguwa
4034,Ohautira,absent,Ohautira
9829,Ohesaare,present,Ohesaare
8722,Ohimisaki,present,Ohimisaki
4035,Ohinereru,present,Ohineruru
7887,Ohineruru,present,Ohineruru
4036,Ohio Shale,absent,Ohio Shale
4037,Ohle,absent,Ohle
4038,Ohmisaki,absent,Ohmisaki
4039,Ohne,absent,Ohne
6,Õhne,absent,Ohne
4040,Õhne,absent,Ohne
4041,Õhne ,absent,Ohne
4042,Õhne-Saarde,absent,Ohne
8328,Ohyr,present,Ohyr
9932,Oi,present,Oi
10059,Oidawara,present,Oidawara
4043,Oil Creek,absent,Oil Creek
4044,Ojinaga,absent,Ojinaga
4045,Öjlemyr,present,Öjlemyr
4046,Öjlemyr Chert,present,Öjlemyr
6734,Ojlemyr cherts,present,Öjlemyr
9187,Okadashimo,present,Okadashimo
8538,Okarahia Sandstone,present,Okarahia Sandstone
7676,Okhonchevayamskaya,present,Okhonchevayamskaya
4047,Okierabu-jima,absent,Okierabu-jima
8317,Okinoshima,present,Okinoshima
4048,Okipruak,absent,Okipruak
8290,Okobykayskaya,present,Okobykayskaya
4049,Okoppezawa,absent,Okoppezawa
4050,Okpikruak,absent,Okpikruak
4051,Ol'chan,absent,Ol'chan
4052,Oland C,absent,Oland C
4053,Öland C,absent,Oland C
8422,Olazagutia,present,Olazagutia
10259,Olcese,present,Olcese
4054,Old Bank,absent,Old Bank
8345,Old Church,present,Old Church
4055,Old Dominion Limestone,absent,Old Dominion Limestone
4056,Old Pera,absent,Old Pera
4057,Old Point,absent,Old Point
7547,Old Reef Limestone,present,Old Reef Limestone
9466,Oldman,present,Oldman
6385,Olenek,present,Olenek
4058,Olentangy,absent,Olentangy
4059,Olentangy Shale,absent,Olentangy
4060,Olinala,absent,Olinala
4061,Olive Series,absent,Olive Series
4062,Olivetska Hora,absent,Olivetska Hora
4063,Olsenak,absent,Olsenak
9292,Ølst,present,Ølst
4064,Olynian,absent,Olynian
8300,Omagari,present,Omagari
9068,Omchak,present,Omchak
4065,Omi Limestone,absent,Omi Limestone
4066,Omihi,absent,Omihi
4067,Omma,absent,Omma
9919,Ommai,present,Ommai
8648,Omolon,present,Omolon
4068,Onaga,present,Onaga
7086,Onaga Shale,present,Onaga
4069,Onate,absent,Onate
4070,One Gum,absent,One Gum
4071,Oneota,absent,Oneota
4072,Oneota Dolomite,absent,Oneota
9927,Onma,present,Onma
4073,Onnia shales,absent,Onnia shales
4074,Onny,absent,Onny
4075,Onoke,absent,Onoke
6821,Onondaga,present,Onondaga
4076,Onoua Limestone,absent,Onoua Limestone
7507,Onzole,present,Onzole
4077,Oodnadatta,absent,Oodnadatta
4078,Oolagah,absent,Oolagah
9867,Oolite,present,Oolite
4079,Oolite Blanche,absent,Oolite Blanche
,,,
4081,Oolith miliaire,present,Oolithe miliaire
4082,Oolithe corallienne de Pagnoz,absent,Oolithe corallienne de Pagnoz
4083,Oolithe de Bayeux,absent,Oolithe de Bayeux
6979,Oolithe de Trouville,present,Oolithe de Trouville
4084,Oolithe ferrugineuse de Bayeux,absent,Oolithe ferrugineuse de Bayeux
8961,Oolithe miliaire,present,Oolithe miliaire
4085,Oologah,absent,Oologah
9176,Oono,present,Oono
8726,Oosterhout,present,Oosterhout
7194,opaka,present,opaka
9405,Opalinus Clay,present,Opalinus Clay
7302,Opalinuston,present,Opalinuston
7804,Opapaka Sandstone,present,Opapaka Sandstone
4086,Open Bay,absent,Open Bay
4087,Open Door,absent,Open Door Limestone
6380,Open Door Limestone,present,Open Door Limestone
4088,Opohonga,absent,Opohonga
4089,Opoitian Sandstones,absent,Opoitian Sandstones
7189,Opoka,present,Opoka
7192,opoka,present,Opoka
4090,Opuonskoy,absent,Opuonskoy
4091,Oquirrh,absent,Oquirrh
4092,Oraka,absent,Oraka
4093,Oranda,absent,Oranda
4094,Orbitolina Limestone,absent,Orbitolina Limestone
4095,Orchard Creek Shale,absent,Orchard Creek Shale
4096,Orchard Limestone,absent,Orchard Limestone
4097,Oread,absent,Oread
4098,Oread Limestone,absent,Oread Limestone
6664,Oregonia,present,Oregonia
4099,Orgol,absent,Orgol
4100,Orio,absent,Orio
8246,Oriskany,present,Oriskany
4101,Oriskany Sandstone,present,Oriskany
9722,Orizzonte di Ronca,present,Orizzonte di Ronca
10099,Orizzonte di Roncà,present,Orizzonte di Ronca
9057,Orlej Limestone,present,Orlej Limestone
4102,Orlovka,absent,Orlovka
7868,Ormara & Jiwani,present,Ormara & Jiwani
4103,Orn,absent,Orn
4104,Ornatenton,absent,Ornatenton
10227,Orol,present,Orol
6368,Orr,present,Orr
4105,Orthocrinus,absent,Orthocrinus
4106,Ortovero Clay,absent,Ortovero Clay
4107,Osakhta,absent,Osakhta
4108,Osakhtinskaya,absent,Osakhtinskaya
4109,Osarushinai,absent,Osarushinai
9155,Osawa,present,Osawa
4110,Osborne Beds,absent,Osborne Beds
4111,Osborne Canyon,absent,Osborne Canyon
7789,Osgodby,present,Osgodby
4112,Osgood,absent,Osgood Shale
4113,Osgood Shale,absent,Osgood Shale
4114,Oshe,absent,Oshe
9267,Osipa,present,Osipa
4115,Osipayskaya,absent,Osipayskaya
4116,Oskhtinskaya,absent,Oskhtinskaya
6962,Osmington Oolite,present,Osmington Oolite
4117,Osnabrück,absent,Osnabrück
4118,Osobb,absent,Osobb
9795,Osoushinai,present,Osoushinai
4119,Osousyunai,absent,Osousyunai
4120,Ospika,absent,Ospika
9126,Osta Arena,present,Osta Arena
4121,Ostrava,absent,Ostrava
4122,Ostreenkalk,absent,Ostreenkalk
4123,Ostrovnaya,absent,Ostrovnaya
4124,Ostrowka Quarry,absent,Ostrowka Quarry
4125,Ostrówka Quarry,absent,Ostrowka Quarry
4126,Ostseekalk,absent,Ostseekalk
4127,Osveya,absent,Osveya
4128,Ota Limestone,absent,Ota Limestone
7673,Otahuhu,present,Otahuhu
7762,Otaio Gorge Sandstone,present,Otaio Gorge Sandstone
7764,Otaio Limonitic Greensand,present,Otaio Limonitic Greensand
7459,Otakidani,present,Otakidani
4129,Otamatea,absent,Otamatea
4130,Otaniyama,absent,Otaniyama
9477,Otaua,present,Otaua
8187,Otekaike Limestone,present,Otekaike Limestone
4131,Otekura,absent,Otekura
4132,Otori,absent,Otori
4133,Ototara,absent,Ototara Limestone
4134,Ototara Limestone,absent,Ototara Limestone
6932,Otsuki,present,Otsuki
4135,Otsutsumi,absent,Otsutsumi
4136,Ottawa,absent,Ottawa
6959,Otter,present,Otter
4137,Otter Point,absent,Otter Point
4138,Otto Fiord,absent,Otto Fiord
4139,Ottosee Shale,absent,Ottosee Shale
4140,Otuk,absent,Otuk
7513,Otuma,present,Otuma
7424,Ouamoui,present,Ouamoui
4141,Ouan Kasa,absent,Ouan Kasa
4142,Ouchbis,absent,Ouchbis
4143,Oued Akkrech,absent,Oued Akkrech
4144,Oued Akrech,absent,Oued Akrech
4145,Oued Ali,absent,Oued Ali
4146,Oued Ali Clay,absent,Oued Ali Clay
4147,Oued el Hamar,absent,Oued el Hamar
4148,Oued el Koriche,absent,Oued el Koriche
4149,Oued Es-Sassi,absent,Oued Es-Sassi
8872,Oued Izem,present,Oued Izem
4150,Oued Kibane,absent,Oued Kibane
4151,Oued Oubarakat,absent,Oued Oubarakat
4152,Oued Tidzi,absent,Oued Tidzi
4153,Oued Znaigui,absent,Oued Znaigui
6621,Ouine-Inirne,present,Ouine-Inirne
7515,Oum el Afia Shale,present,Oum el Afia Shale
4154,Oum el Afia Shale (?),absent,Oum el Afia Shale
4155,Ouray,absent,Ouray
4156,Oust,absent,Oust
4157,Outram,absent,Outram
7040,Overton,present,Overton
4158,Ovinparma?,absent,Ovinparma?
6915,Owl Creek,present,Owl Creek
4159,Owl Gully Volcanics,absent,Owl Gully Volcanics
6649,Oxford,present,Oxford
7357,Oxford Clay,present,Oxford Clay
4160,Oxtrack,absent,Oxtrack
4161,Oyakejima,absent,Oyakejima
4162,Oymuranskiy,absent,Oymuranskiy
4163,Ozan,absent,Ozan
4164,Ozerninskaya,absent,Ozerninskaya
10230,Ozirovo,present,Ozirovo
4165,Pa Kae,absent,Pa Kae
4166,Pa Khom,absent,Pa Khom
4167,Paadla,absent,Paadla
4168,Pabba,absent,Pabba Shales
4169,Pabba Shales,absent,Pabba Shales
10257,Pabdeh,present,Pabdeh
8076,Pabellon,present,Pabellon
10206,Pabellón,present,Pabellon
4170,Pabos,absent,Pabos
4171,Pabrade,absent,Pabrade
4172,Pac Ma,absent,Pac Ma
4173,Pachuta Marl,absent,Pachuta Marl
6420,Pacoota,present,Pacoota
10062,Padrag Marl,present,Padrag Marl
4174,Padre,absent,Padre
4175,Padrinas,absent,Padrinas
4176,Padun,absent,Padun
7109,Pagegiai,present,Pagegiai
6701,Pagoda,present,Pagoda
8590,Painten,present,Painten
4177,Päite,absent,Päite
9384,Paja,present,Paja
10277,Paja (upper part),present,Upper Paja
4178,Pakaurangi,absent,Pakaurangi
7677,Pakhachinskaya,present,Pakhachinskaya
8238,Pakhna,present,Pakhna
8740,Pakowki,present,Pakowki
4179,Pakri,absent,Pakri
4180,Pakri Sandstone,absent,Pakri Sandstone
4181,Pal Grande,absent,Pal Grande
4182,Pal Limestone,absent,Pal Limestone
4183,Palate,absent,Palate
8513,Palau Limestone,present,Palau Limestone
8764,Pale Greda,present,Pale Greda
8252,Palembang,present,Palembang
4184,Palermo Aike,absent,Palermo Aike
4185,Pálihálás Limestone Formaiton,absent,Pálihálás Limestone Formaiton
10026,Pallinup,present,Pallinup Siltstone
7731,Pallinup Siltstone,present,Pallinup Siltstone
4186,Palliser,absent,Palliser
8009,Palma Real,present,Palma Real
7500,Palmarito,present,Palmarito
4187,Palmetto,absent,Palmetto
4188,Palnatokes Bjerg,absent,Palnatokes Bjerg
7073,Palo Pinto,present,Palo Pinto
4189,Palo Quemado,absent,Palo Quemado
10147,Palos Verdes,present,Palos Verdes Sand
8938,Palos Verdes Sand,present,Palos Verdes Sand
7080,Paluxy,present,Paluxy
4190,Pamboola,absent,Pamboola
4191,Pamchi,absent,Pamchi
6739,Pamelia,present,Pamelia
8147,Pamlico,present,Pamlico
7603,Pampa del Palo terrace,present,Pampa del Palo terrace
7604,Pampa del Palo Terrace,present,Pampa del Palo terrace
4192,Pampeana,absent,Pampeana
4193,Pamplona,absent,Pamplona
7721,Pamucak,present,Pamucak
4194,Pamunkey,absent,Pamunkey
4195,Pan Azúcar,absent,Pan Azúcar
4196,Panama,absent,Panama
4197,Pananga limestone,absent,Pananga limestone
9661,Panchina,present,Panchina
9824,Pancho Rico,present,Pancho Rico
4198,Pandzhrut,absent,Pandzhrut
4199,Pangamaja,absent,Pangamaja
4200,Panjang,absent,Panjang
4201,Panjiazui,absent,Panjiazui
4202,Panjshah,absent,Panjshah
9626,Panoche,present,Panoche
4203,Panormide,absent,Panormide
4204,Panther Mountain,absent,Panther Mountain
8083,Panther Seep,present,Panther Seep
4205,Pantokrator,absent,Pantokrator
42,Pantokrator limestone,absent,Pantokrator
4206,Pantokrator limestone,absent,Pantokrator
9488,Paoshui,present,Paoshui
4207,Paotaishan,absent,Paotaishan
4208,Paper Shales,absent,Paper Shales
7206,Papierschiefer,present,Papierschiefer
7420,Papilio Mudstone,present,Papilio Mudstone
8392,Papo Seco,present,Papo Seco
4209,Paprieniai,absent,Paprieniai
7512,Paracas,present,Paracas
4210,Parachucla,absent,Parachucla
4211,Paraguana,absent,Paraguana
4212,Parahio,absent,Parahio
4213,Paraje Solo,absent,Paraje Solo
4214,Paralleldal,absent,Paralleldal
4215,Parana,absent,Parana
10102,Paraná,present,Parana
6451,Parara,present,Parara Limestone
6447,Parara Limestone,present,Parara Limestone
8971,Pardonet,present,Pardonet
4216,Pardonet ,absent,Pardonet 
4217,Pardonet/Baldonnel,absent,Pardonet/Baldonnel
4218,Pareni,absent,Pareni
8027,Pariatambo,present,Pariatambo
8766,Parinas,present,Parinas
10017,Park Bluff,present,Park Bluff
7079,Park City,present,Park City
4219,Park Shale,absent,Park Shale
4220,Parker Slate,absent,Parker Slate
43,Parkinsoni Oolith,absent,Parkinsoni Oolith
4221,Parkinsonian-Oolith,absent,Parkinsoni Oolith
6868,Parkwood,present,Parkwood
4222,Paromes,absent,Paromes
10253,Parras,present,Parras
7674,Parson Bay,present,Parson Bay
4223,Parsons Bay,absent,Parson Bay
4224,Parsymurunskaya,absent,Parsymurunskaya
9866,Partimao,present,Partimao
4225,Partnach,absent,Partnach
9439,Parvade,present,Parvade
10222,Paskenta,present,Paskenta
4226,Paso del Sapo,absent,Paso del Sapo
4227,Paso Hondo,absent,Paso Hondo
8846,Paso Real,present,Paso Real
10098,Paso Robles,present,Paso Robles
4228,Passage,present,Passage
6970,Passage Beds,present,Passage
4229,Pastakh,absent,Pastakh
8373,Pastanakhskaya/Ystannakhskaya,present,Pastanakhskaya/Ystannakhskaya
8493,Patala,present,Patala
7142,Patcham,present,Patcham
4230,Pathhead,absent,Pathhead
4231,Patiecitos,absent,Patiecitos
8819,Patlanoaya,present,Patlanoaya
4232,Patlanoaya Beds,absent,Patlanoaya Beds
4233,Patrick Burn,absent,Patrick Burn
4234,Patrocinio,absent,Patrocinio
10196,Pattenau,present,Pattenau
4235,Pattish,absent,Pattish
4236,Pauji,absent,Pauji
4237,Pautovaya,absent,Pautovaya
6941,Paw Paw,present,Paw Paw
8642,Pawkowki,present,Pawkowki
6803,Pawnee,present,Pawnee
7813,Pawpaw,present,Paw Paw
9038,Payandé,present,Payandé
4238,Pea Grit,absent,Pea Grit
8741,Peace River,present,Peace River
4239,Peak Shale,absent,Peak Shale
4240,Pears,absent,Pears
8948,Peawaddy,present,Peawaddy
9674,Pebas,present,Pebas
6994,Pebble Point,present,Pebble Point
4241,Pebbley Beach,absent,Pebbly Beach
4242,Pebbly Beach,absent,Pebbly Beach
6890,Pecan Gap Chalk,present,Pecan Gap Chalk
6581,Pecatonica,present,Pecatonica
9853,Pechishchi,present,Pechishchi
4243,Pecten Ironstone,absent,Pecten Ironstone
4244,Pedata Schichten,absent,Pedata Schichten
4245,Pedra d'Alcover,absent,Pedra d'Alcover
4246,Pedregoso,absent,Pedregoso
6396,Pedroche,present,Pedroche
4247,Peebles Dolomite,absent,Peebles Dolomite
4248,Peechee,absent,Peechee
6919,Peedee,present,Peedee
4249,Peel,absent,Peel
4250,Peel Sound,absent,Peel Sound
4251,Pele La Quartzite,absent,Pele La Quartzite
9986,Peliliu Limestone,present,Peliliu Limestone
4252,Pelmatozoan limestone,absent,Pelmatozoan limestone
4253,Pelskaya,absent,Pelskaya
4254,Pelski,absent,Pelski
7895,Pelsonian-Lower Illyrian,present,Pelsonian-Lower Illyrian
4255,Pen An Ero,absent,Pen An Ero
4256,Pen-y-lan Mudstone,absent,Pen-y-lan Mudstone
6517,Pen-y-planeau Siltstone,present,Pen-y-planeau Siltstone
4257,Pena Negra,absent,Pena Negra
9245,Pender,present,Pender
7046,Pendle Grit,present,Pendle Grit
4258,Pendleside Limestone,absent,Pendleside Limestone
4259,Pendleside Limestones,absent,Pendleside Limestone
9656,Pendleton,present,Pendleton
9000,Pendleton Ferry,present,Pendleton Ferry
4260,Pengjiayuan,absent,Pengjiayuan
4261,Penholloway,absent,Penholloway
4262,Peninsula,absent,Peninsula
8157,Penita,present,Penita
4263,Penkill,absent,Penkill
4264,Penn Yan,absent,Penn Yan
10131,Pennine Lower Coal Measures,present,Pennine Lower Coal Measures
4265,Pennine Upper Coal Measures,absent,Pennine Upper Coal Measures
7522,Pensacola,present,Pensacola
4266,Pentamerus Beds,absent,Pentamerus
